area,city,store_code,small_class_code,日期,月份,第几周,节假日,当天是否放假,本次节假日天数,星期,早上天气状态,晚上天气状态,最高气温,最低气温,早晚气温均值,每日温差,早上风向,早上风力,晚上风向,晚上风力,商圈整理修改,上一周总销量,上周每天平均销量,上周每天平均销量(round),上周对应星期销量,上月日平均销量,上月周平均,近一个月平均销量,sales_number
4|华北区,401|北京,BJACL,10101,2018/7/30,7,31,0,0,0,1,晴 ,晴,34,25,29.5,2,东南风,1-2级,东南风,1-2级,O|办公类,37,7.4,7,10,6.75,15.25,26.95454545,6
4|华北区,401|北京,BJACL,10101,2018/7/31,7,31,0,0,0,2,晴 ,晴,35,27,31,1.5,南风,<3级,南风,<3级,O|办公类,37,7.4,7,1,6.75,15.25,27.13636364,23
4|华北区,401|北京,BJACL,10101,2018/8/1,8,31,0,0,0,3,多云 ,雷阵雨,36,27,31.5,0.5,东南风,<3级,东南风,<3级,O|办公类,37,7.4,7,8,6.75,15.25,27.90909091,2
4|华北区,401|北京,BJACL,10101,2018/8/2,8,31,0,0,0,4,晴 ,晴,36,27,31.5,0,南风,1-2级,南风,1-2级,O|办公类,37,7.4,7,11,6.75,52.25,27.45454545,8
4|华北区,401|北京,BJACL,10101,2018/8/3,8,31,0,0,0,5,晴 ,晴,36,26,31,-0.5,南风,<3级,南风,<3级,O|办公类,37,7.4,7,7,6.75,60.5,22.54545455,4
4|华北区,401|北京,BJACL,10101,2018/8/6,8,32,0,0,0,1,多云 ,雷阵雨,30,20,25,-6,东风,<3级,东南风,<3级,O|办公类,29,5.8,6,7,6.85,24,22.31818182,47
4|华北区,401|北京,BJACL,10101,2018/8/7,8,32,0,0,0,2,雷阵雨 ,中雨,30,24,27,2,南风,1-2级,南风,1-2级,O|办公类,29,5.8,6,4,6.85,46.75,21.95454545,10
4|华北区,401|北京,BJACL,10101,2018/8/8,8,32,0,0,0,3,小雨 ,阴,30,24,27,0,东风,1-2级,东风,1-2级,O|办公类,29,5.8,6,5,6.85,10.75,22.27272727,20
4|华北区,401|北京,BJACL,10101,2018/8/9,8,32,0,0,0,4,多云 ,多云,30,24,27,0,西南风,<3级,南风,<3级,O|办公类,29,5.8,6,10,6.85,35,22.13636364,2
4|华北区,401|北京,BJACL,10101,2018/8/10,8,32,0,0,0,5,多云 ,雷阵雨,33,25,29,2,南风,<3级,东南风,<3级,O|办公类,29,5.8,6,3,6.85,66.25,22.04545455,33
4|华北区,401|北京,BJACL,10101,2018/8/13,8,33,0,0,0,1,雷阵雨 ,雷阵雨,30,24,27,-2,东北风,1-2级,东北风,1-2级,O|办公类,28,5.6,6,4,6.8,66.25,22.95454545,4
4|华北区,401|北京,BJACL,10101,2018/8/14,8,33,0,0,0,2,雷阵雨 ,小雨,29,24,26.5,-0.5,东风,1-2级,东风,1-2级,O|办公类,28,5.6,6,7,6.8,66.25,22.68181818,5
4|华北区,401|北京,BJACL,10101,2018/8/15,8,33,0,0,0,3,多云 ,多云,32,24,28,1.5,北风,3～4级,北风,<3级,O|办公类,28,5.6,6,4,6.8,12.25,18.45454545,9
4|华北区,401|北京,BJACL,10101,2018/8/16,8,33,0,0,0,4,晴 ,多云,31,21,26,-2,北风,1-2级,北风,1-2级,O|办公类,28,5.6,6,5,6.8,97.5,18.31818182,83
4|华北区,401|北京,BJACL,10101,2018/8/17,8,33,0,0,0,5,多云 ,雷阵雨,31,22,26.5,0.5,东南风,1-2级,东南风,1-2级,O|办公类,28,5.6,6,8,6.8,13,21.04545455,14
4|华北区,401|北京,BJACL,10101,2018/8/20,8,34,0,0,0,1,多云 ,晴,32,22,27,0.5,北风,<3级,北风,<3级,O|办公类,22,5.5,6,4,6.55,11,21.27272727,40
4|华北区,401|北京,BJACL,10101,2018/8/21,8,34,0,0,0,2,多云 ,多云,33,22,27.5,0.5,北风,1-2级,北风,1-2级,O|办公类,22,5.5,6,2,6.55,11,19.04545455,6
4|华北区,401|北京,BJACL,10101,2018/8/22,8,34,0,0,0,3,雷阵雨 ,多云,29,20,24.5,-3,西南风,1-2级,西南风,1-2级,O|办公类,22,5.5,6,0,6.55,11,18.86363636,33
4|华北区,401|北京,BJACL,10101,2018/8/23,8,34,0,0,0,4,晴 ,晴,31,21,26,1.5,北风,1-2级,北风,1-2级,O|办公类,22,5.5,6,7,6.55,55,18.86363636,6
4|华北区,401|北京,BJACL,10101,2018/8/24,8,34,0,0,0,5,多云 ,晴,32,20,26,0,北风,1-2级,北风,1-2级,O|办公类,22,5.5,6,9,6.55,12,18.90909091,17
4|华北区,401|北京,BJACL,10101,2018/8/27,8,35,0,0,0,1,阴 ,雷阵雨,30,22,26,0,东南风,1-2级,东南风,1-2级,O|办公类,20,4,4,6,6.075,64,17.81818182,28
4|华北区,401|北京,BJACL,10101,2018/8/28,8,35,0,0,0,2,多云 ,晴,30,22,26,0,北风,1-2级,北风,1-2级,O|办公类,20,4,4,4,6.075,64,18.77272727,279
4|华北区,401|北京,BJACL,10101,2018/8/29,8,35,0,0,0,3,晴 ,晴,32,20,26,0,北风,1-2级,北风,1-2级,O|办公类,20,4,4,3,6.075,64,30.86363636,24
4|华北区,401|北京,BJACL,10101,2018/8/30,8,35,0,0,0,4,小雨 ,多云,28,20,24,-2,西南风,1-2级,西南风,1-2级,O|办公类,20,4,4,4,6.075,46.5,31.68181818,51
4|华北区,401|北京,BJACL,10101,2018/8/31,8,35,0,0,0,5,多云 ,阴,29,19,24,0,西南风,1-2级,西南风,1-2级,O|办公类,20,4,4,3,6.075,55,32.95454545,9
4|华北区,401|北京,BJACL,10101,2018/9/3,9,36,0,0,0,1,晴 ,晴,32,19,25.5,1.5,西北风,4-5级,西北风,4-5级,O|办公类,20,4,4,2,5.225,47.25,33.27272727,51
4|华北区,401|北京,BJACL,10101,2018/9/4,9,36,0,0,0,2,晴 ,晴,30,18,24,-1.5,西南风,3-4级,西南风,3-4级,O|办公类,20,4,4,7,5.225,64,35.22727273,3
4|华北区,401|北京,BJACL,10101,2018/9/5,9,36,0,0,0,3,晴 ,多云,31,20,25.5,1.5,西南风,3-4级,西南风,3-4级,O|办公类,20,4,4,4,5.225,56.25,35.18181818,29
4|华北区,401|北京,BJACL,10101,2018/9/6,9,36,0,0,0,4,晴 ,晴,27,18,22.5,-3,西北风,4-5级,西北风,4-5级,O|办公类,20,4,4,4,5.225,24.66666667,34.36363636,3
4|华北区,401|北京,BJACL,10101,2018/9/7,9,36,0,0,0,5,晴 ,晴,27,16,21.5,-1,西北风,3-4级,西北风,3-4级,O|办公类,20,4,4,3,5.225,64.25,34.04545455,32
4|华北区,401|北京,BJACL,10101,2018/9/10,9,37,0,0,0,1,多云 ,多云,28,19,23.5,2,南风,1-2级,南风,1-2级,O|办公类,34,6.8,7,6,4.775,11.25,34.59090909,2
4|华北区,401|北京,BJACL,10101,2018/9/11,9,37,0,0,0,2,多云 ,多云,26,19,22.5,-1,南风,1-2级,南风,1-2级,O|办公类,34,6.8,7,5,4.775,17,34.59090909,12
4|华北区,401|北京,BJACL,10101,2018/9/12,9,37,0,0,0,3,多云 ,多云,29,18,23.5,1,南风,1-2级,南风,1-2级,O|办公类,34,6.8,7,5,4.775,31.5,33.63636364,2
4|华北区,401|北京,BJACL,10101,2018/9/13,9,37,0,0,0,4,多云 ,多云,29,20,24.5,1,南风,1-2级,南风,1-2级,O|办公类,34,6.8,7,12,4.775,38.25,33.54545455,26
4|华北区,401|北京,BJACL,10101,2018/9/14,9,37,0,0,0,5,多云 ,多云,28,19,23.5,-1,西南风,1-2级,西南风,1-2级,O|办公类,34,6.8,7,6,4.775,29.33333333,34.5,3
4|华北区,401|北京,BJACL,10101,2018/9/17,9,38,0,0,0,1,多云 ,多云,27,16,21.5,-2,南风,1-2级,南风,1-2级,O|办公类,32,6.4,6,6,5.075,29,34.22727273,15
4|华北区,401|北京,BJACL,10101,2018/9/18,9,38,0,0,0,2,阴 ,多云,25,17,21,-0.5,西南风,1-2级,西南风,1-2级,O|办公类,32,6.4,6,5,5.075,29,31.13636364,8
4|华北区,401|北京,BJACL,10101,2018/9/19,9,38,0,0,0,3,多云 ,多云,25,17,21,0,南风,1-2级,南风,1-2级,O|办公类,32,6.4,6,5,5.075,11.5,30.86363636,53
4|华北区,401|北京,BJACL,10101,2018/9/20,9,38,0,0,0,4,多云 ,多云,27,16,21.5,0.5,南风,1-2级,南风,1-2级,O|办公类,32,6.4,6,4,5.075,36.5,31.45454545,3
4|华北区,401|北京,BJACL,10101,2018/9/21,9,38,0,0,0,5,晴 ,晴,25,14,19.5,-2,西北风,4-5级,西北风,4-5级,O|办公类,32,6.4,6,12,5.075,40.75,31.31818182,18
4|华北区,401|北京,BJACL,10101,2018/9/25,9,39,0,0,0,2,晴 ,多云,24,12,18,-1.5,南风,1-2级,南风,1-2级,O|办公类,36,7.2,7,8,5.3,22.5,30.63636364,13
4|华北区,401|北京,BJACL,10101,2018/9/26,9,39,0,0,0,3,多云 ,多云,24,14,19,1,南风,1-2级,南风,1-2级,O|办公类,36,7.2,7,5,5.3,25.75,30.95454545,106
4|华北区,401|北京,BJACL,10101,2018/9/27,9,39,0,0,0,4,小雨 ,小雨,22,12,17,-2,南风,1-2级,南风,1-2级,O|办公类,36,7.2,7,3,5.3,25.5,35,12
4|华北区,401|北京,BJACL,10101,2018/9/28,9,39,0,0,0,5,多云 ,多云,24,11,17.5,0.5,南风,3-4级,南风,3-4级,O|办公类,36,7.2,7,10,5.3,22.75,34.27272727,53
4|华北区,401|北京,BJACL,10101,2018/9/29,9,39,0,0,0,6,晴 ,晴,21,10,15.5,-2,北风,3-4级,北风,3-4级,O|办公类,36,7.2,7,0,5.3,31,24,0
4|华北区,401|北京,BJACL,10101,2018/9/30,9,39,0,0,0,7,多云 ,多云,19,13,16,0.5,西北风,4-5级,西北风,4-5级,O|办公类,36,7.2,7,0,5.3,28.5,22.90909091,29
4|华北区,401|北京,BJACL,10101,2018/10/8,10,41,0,0,0,1,多云 ,多云,21,9,15,-1,东北风,1-2级,东北风,1-2级,O|办公类,0,0,0,0,6.641666667,48,21.90909091,7
4|华北区,401|北京,BJACL,10101,2018/10/9,10,41,0,0,0,2,晴 ,晴,16,3,9.5,-5.5,西北风,4-5级,西北风,4-5级,O|办公类,0,0,0,0,6.641666667,34.25,21.81818182,20
4|华北区,401|北京,BJACL,10101,2018/10/10,10,41,0,0,0,3,多云 ,晴,17,4,10.5,1,东北风,1-2级,东北风,1-2级,O|办公类,0,0,0,0,6.641666667,46.5,20.40909091,7
4|华北区,401|北京,BJACL,10101,2018/10/11,10,41,0,0,0,4,晴 ,多云,18,5,11.5,1,西南风,1-2级,西南风,1-2级,O|办公类,0,0,0,0,6.641666667,29.75,20.59090909,109
4|华北区,401|北京,BJACL,10101,2018/10/12,10,41,0,0,0,5,多云 ,多云,20,8,14,2.5,西南风,1-2级,西南风,1-2级,O|办公类,0,0,0,0,6.641666667,25.5,24.22727273,5
4|华北区,401|北京,BJACL,10101,2018/10/15,10,42,0,0,0,1,小雨 ,小雨,17,11,14,0,北风,1-2级,北风,1-2级,O|办公类,26,5.2,5,2,6.588888889,22.5,24.31818182,37
4|华北区,401|北京,BJACL,10101,2018/10/16,10,42,0,0,0,2,多云 ,晴,17,7,12,-2,北风,1-2级,北风,1-2级,O|办公类,26,5.2,5,3,6.588888889,21,24.54545455,2
4|华北区,401|北京,BJACL,10101,2018/10/17,10,42,0,0,0,3,晴 ,晴,18,5,11.5,-0.5,北风,1-2级,北风,1-2级,O|办公类,26,5.2,5,7,6.588888889,30.25,24.54545455,35
4|华北区,401|北京,BJACL,10101,2018/10/18,10,42,0,0,0,4,晴 ,晴,18,5,11.5,0,南风,1-2级,南风,1-2级,O|办公类,26,5.2,5,7,6.588888889,38,25.59090909,4
4|华北区,401|北京,BJACL,10101,2018/10/19,10,42,0,0,0,5,晴 ,多云,19,5,12,0.5,南风,1-2级,南风,1-2级,O|办公类,26,5.2,5,7,6.588888889,51.5,25.68181818,22
4|华北区,401|北京,BJACL,10101,2018/10/22,10,43,0,0,0,1,多云 ,晴,19,5,12,0,西北风,1-2级,西北风,1-2级,O|办公类,33,6.6,7,6,6.188888889,62,25.5,3
4|华北区,401|北京,BJACL,10101,2018/10/23,10,43,0,0,0,2,晴 ,晴,19,4,11.5,-0.5,西南风,1-2级,西南风,1-2级,O|办公类,33,6.6,7,5,6.188888889,13,25.5,28
4|华北区,401|北京,BJACL,10101,2018/10/24,10,43,0,0,0,3,晴 ,多云,21,6,13.5,2,南风,1-2级,南风,1-2级,O|办公类,33,6.6,7,5,6.188888889,18.75,26.09090909,2
4|华北区,401|北京,BJACL,10101,2018/10/25,10,43,0,0,0,4,多云 ,晴,16,8,12,-1.5,西风,1-2级,西风,1-2级,O|办公类,33,6.6,7,4,6.188888889,24,25.81818182,7
4|华北区,401|北京,BJACL,10101,2018/10/26,10,43,0,0,0,5,晴 ,晴,14,3,8.5,-3.5,西北风,4-5级,西北风,4-5级,O|办公类,33,6.6,7,13,6.188888889,3.666666667,23.72727273,5
4|华北区,401|北京,BJACL,10101,2018/10/29,10,44,0,0,0,1,晴 ,晴,15,3,9,0.5,西北风,3-4级,西北风,3-4级,O|办公类,40,8,8,5,5.988888889,45,23.81818182,39
4|华北区,401|北京,BJACL,10101,2018/10/30,10,44,0,0,0,2,晴 ,晴,16,1,8.5,-0.5,北风,1-2级,北风,1-2级,O|办公类,40,8,8,7,5.988888889,44.5,24.77272727,3
4|华北区,401|北京,BJACL,10101,2018/10/31,10,44,0,0,0,3,晴 ,晴,17,3,10,1.5,西南风,1-2级,西南风,1-2级,O|办公类,40,8,8,13,5.988888889,42.5,24.31818182,10
4|华北区,401|北京,BJACL,10101,2018/11/1,11,44,0,0,0,4,晴 ,晴,17,3,10,0,南风,1-2级,南风,1-2级,O|办公类,40,8,8,6,5.988888889,41.5,19.95454545,12
4|华北区,401|北京,BJACL,10101,2018/11/2,11,44,0,0,0,5,晴 ,晴,15,4,9.5,-0.5,南风,1-2级,南风,1-2级,O|办公类,40,8,8,9,5.988888889,62,19.95454545,101
4|华北区,401|北京,BJACL,10101,2018/11/5,11,45,0,0,0,1,多云 ,多云,10,2,6,-3.5,东北风,1-2级,东北风,1-2级,O|办公类,31,6.2,6,8,6.6,55.5,22.13636364,15
4|华北区,401|北京,BJACL,10101,2018/11/6,11,45,0,0,0,2,多云 ,多云,12,0,6,0,东北风,1-2级,东北风,1-2级,O|办公类,31,6.2,6,7,6.6,48.25,22.81818182,45
4|华北区,401|北京,BJACL,10101,2018/11/7,11,45,0,0,0,3,多云 ,多云,12,2,7,1,南风,1-2级,南风,1-2级,O|办公类,31,6.2,6,6,6.6,14.5,23.54545455,1
4|华北区,401|北京,BJACL,10101,2018/11/8,11,45,0,0,0,4,晴 ,晴,14,2,8,1,西南风,1-2级,西南风,1-2级,O|办公类,31,6.2,6,5,6.6,43.75,23.27272727,59
4|华北区,401|北京,BJACL,10101,2018/11/9,11,45,0,0,0,5,晴 ,多云,16,1,8.5,0.5,西北风,3-4级,西北风,3-4级,O|办公类,31,6.2,6,5,6.6,29,25.04545455,12
4|华北区,401|北京,BJACL,10101,2018/11/12,11,46,0,0,0,1,晴 ,晴,14,2,8,-0.5,西南风,1-2级,西南风,1-2级,O|办公类,34,6.8,7,11,6.5,12.75,25.27272727,25
4|华北区,401|北京,BJACL,10101,2018/11/13,11,46,0,0,0,2,多云 ,多云,13,5,9,1,东南风,1-2级,东南风,1-2级,O|办公类,34,6.8,7,5,6.5,19.5,21.45454545,9
4|华北区,401|北京,BJACL,10101,2018/11/14,11,46,0,0,0,3,雾 ,多云,11,5,8,-1,南风,1-2级,南风,1-2级,O|办公类,34,6.8,7,6,6.5,45.25,21.63636364,91
4|华北区,401|北京,BJACL,10101,2018/11/15,11,46,0,0,0,4,阴 ,多云,10,1,5.5,-2.5,北风,3-4级,北风,3-4级,O|办公类,34,6.8,7,7,6.5,39.25,24.09090909,4
4|华北区,401|北京,BJACL,10101,2018/11/16,11,46,0,0,0,5,晴 ,多云,8,-2,3,-2.5,北风,1-2级,北风,1-2级,O|办公类,34,6.8,7,5,6.5,71.5,24.18181818,26
4|华北区,401|北京,BJACL,10101,2018/11/19,11,47,0,0,0,1,晴 ,多云,10,-2,4,1,西南风,1-2级,西南风,1-2级,O|办公类,41,8.2,8,8,6.9,21.25,23.77272727,1
4|华北区,401|北京,BJACL,10101,2018/11/20,11,47,0,0,0,2,多云 ,多云,10,-1,4.5,0.5,东北风,3-4级,东北风,3-4级,O|办公类,41,8.2,8,11,6.9,97.25,23.63636364,24
4|华北区,401|北京,BJACL,10101,2018/11/21,11,47,0,0,0,3,晴 ,晴,9,-3,3,-1.5,西北风,3-4级,西北风,3-4级,O|办公类,41,8.2,8,7,6.9,36,23.72727273,5
4|华北区,401|北京,BJACL,10101,2018/11/22,11,47,0,0,0,4,晴 ,多云,8,-3,2.5,-0.5,南风,1-2级,南风,1-2级,O|办公类,41,8.2,8,10,6.9,23,23.81818182,11
4|华北区,401|北京,BJACL,10101,2018/11/23,11,47,0,0,0,5,多云 ,多云,7,0,3.5,1,东北风,1-2级,东北风,1-2级,O|办公类,41,8.2,8,5,6.9,10.75,23.04545455,4
4|华北区,401|北京,BJACL,10101,2018/11/26,11,48,0,0,0,1,浮尘 ,多云,10,0,5,1.5,西南风,1-2级,西南风,1-2级,O|办公类,33,6.6,7,3,7.3,25,23.13636364,54
4|华北区,401|北京,BJACL,10101,2018/11/27,11,48,0,0,0,2,晴 ,多云,9,-3,3,-2,北风,3-4级,北风,3-4级,O|办公类,33,6.6,7,10,7.3,44.25,25.27272727,3
4|华北区,401|北京,BJACL,10101,2018/11/28,11,48,0,0,0,3,晴 ,晴,8,-3,2.5,-0.5,北风,1-2级,北风,1-2级,O|办公类,33,6.6,7,5,7.3,32.5,25.18181818,17
4|华北区,401|北京,BJACL,10101,2018/11/29,11,48,0,0,0,4,晴 ,晴,7,-4,1.5,-1,南风,1-2级,南风,1-2级,O|办公类,33,6.6,7,9,7.3,20.25,24.18181818,6
4|华北区,401|北京,BJACL,10101,2018/11/30,11,48,0,0,0,5,晴 ,晴,8,-3,2.5,1,西南风,1-2级,西南风,1-2级,O|办公类,33,6.6,7,6,7.3,70.25,24.31818182,72
4|华北区,401|北京,BJACL,10101,2018/12/3,12,49,0,0,0,1,多云 ,多云,8,-3,2.5,0,北风,3-4级,北风,3-4级,O|办公类,23,4.6,5,6,6.95,20.75,27.13636364,3
4|华北区,401|北京,BJACL,10101,2018/12/4,12,49,0,0,0,2,晴 ,多云,4,-6,-1,-3.5,西北风,3-4级,西北风,3-4级,O|办公类,23,4.6,5,4,6.95,58.25,26.72727273,22
4|华北区,401|北京,BJACL,10101,2018/12/5,12,49,0,0,0,3,阴 ,多云,0,-4,-2,-1,南风,1-2级,南风,1-2级,O|办公类,23,4.6,5,2,6.95,30.5,23.13636364,14
4|华北区,401|北京,BJACL,10101,2018/12/6,12,49,0,0,0,4,晴 ,晴,-2,-9,-5.5,-3.5,西北风,4-5级,西北风,4-5级,O|办公类,23,4.6,5,7,6.95,60.75,23.09090909,46
4|华北区,401|北京,BJACL,10101,2018/12/7,12,49,0,0,0,5,晴 ,晴,-5,-10,-7.5,-2,西北风,4-5级,西北风,4-5级,O|办公类,23,4.6,5,4,6.95,74.25,23.13636364,6
4|华北区,401|北京,BJACL,10101,2018/12/10,12,50,0,0,0,1,多云 ,多云,0,-7,-3.5,4,东南风,1-2级,东南风,1-2级,O|办公类,47,9.4,9,5,6.55,16,23.36363636,31
4|华北区,401|北京,BJACL,10101,2018/12/11,12,50,0,0,0,2,晴 ,晴,-1,-10,-5.5,-2,西北风,4-5级,西北风,4-5级,O|办公类,47,9.4,9,11,6.55,27.75,22.09090909,8
4|华北区,401|北京,BJACL,10101,2018/12/12,12,50,0,0,0,3,晴 ,晴,1,-8,-3.5,2,西南风,1-2级,西南风,1-2级,O|办公类,47,9.4,9,13,6.55,33.5,21.90909091,43
4|华北区,401|北京,BJACL,10101,2018/12/13,12,50,0,0,0,4,晴 ,晴,3,-7,-2,1.5,北风,3-4级,北风,3-4级,O|办公类,47,9.4,9,11,6.55,31.75,22.72727273,4
4|华北区,401|北京,BJACL,10101,2018/12/14,12,50,0,0,0,5,晴 ,多云,4,-6,-1,1,南风,1-2级,南风,1-2级,O|办公类,47,9.4,9,7,6.55,42,22.5,32
4|华北区,401|北京,BJACL,10101,2018/12/17,12,51,0,0,0,1,晴 ,晴,8,-5,1.5,2.5,西南风,1-2级,西南风,1-2级,O|办公类,27,5.4,5,6,7.2,80,19.81818182,2
4|华北区,401|北京,BJACL,10101,2018/12/18,12,51,0,0,0,2,晴 ,晴,9,-4,2.5,1,北风,1-2级,北风,1-2级,O|办公类,27,5.4,5,8,7.2,39.75,19.72727273,33
4|华北区,401|北京,BJACL,10101,2018/12/19,12,51,0,0,0,3,晴 ,多云,8,-5,1.5,-1,北风,1-2级,北风,1-2级,O|办公类,27,5.4,5,4,7.2,26.66666667,20.04545455,8
4|华北区,401|北京,BJACL,10101,2018/12/20,12,51,0,0,0,4,多云 ,霾,6,-4,1,-0.5,东南风,1-2级,东南风,1-2级,O|办公类,27,5.4,5,3,7.2,16.75,20.36363636,14
4|华北区,401|北京,BJACL,10101,2018/12/21,12,51,0,0,0,5,多云 ,多云,9,-2,3.5,2.5,西南风,1-2级,西南风,1-2级,O|办公类,27,5.4,5,6,7.2,35.5,19.90909091,14
4|华北区,401|北京,BJACL,10101,2018/12/24,12,52,0,0,0,1,晴 ,晴,2,-8,-3,-6.5,西南风,1-2级,西南风,1-2级,O|办公类,22,4.4,4,6,6.5,38,20.31818182,68
4|华北区,401|北京,BJACL,10101,2018/12/25,12,52,0,0,0,2,晴 ,晴,3,-9,-3,0,北风,3-4级,北风,3-4级,O|办公类,22,4.4,4,2,6.5,60.5,22.90909091,2
4|华北区,401|北京,BJACL,10101,2018/12/26,12,52,0,0,0,3,晴 ,多云,-2,-11,-6.5,-3.5,东风,1-2级,东风,1-2级,O|办公类,22,4.4,4,6,6.5,60.25,22.81818182,18
4|华北区,401|北京,BJACL,10101,2018/12/27,12,52,0,0,0,4,多云 ,晴,-6,-12,-9,-2.5,北风,4-5级,北风,4-5级,O|办公类,22,4.4,4,6,6.5,101,21.18181818,1
4|华北区,401|北京,BJACL,10101,2018/12/28,12,52,0,0,0,5,晴 ,晴,-4,-11,-7.5,1.5,西北风,3-4级,西北风,3-4级,O|办公类,22,4.4,4,2,6.5,20.66666667,21.09090909,47
4|华北区,401|北京,BJACL,10101,2018/12/29,12,52,0,0,0,6,晴 ,晴,-3,-12,-7.5,0,北风,1-2级,北风,1-2级,O|办公类,22,4.4,4,0,6.5,43,22.45454545,0
